Medical spa,Trifecta Med Spa Downtown,"115 Broadway #1305, NY 10006, United States","Tuesday 10AM–6PM,Wednesday 10AM–6PM,Thursday 10AM–6PM,Friday 10AM–6PM,Saturday 10AM–3:30PM,Sunday Closed,Monday 10AM–6PM",trifectamedspanyc.com,+1 212-600-4112,https://www.google.com/maps/place/Trifecta+Med+Spa+Downtown/data=!4m5!3m4!1s0x89c25a1746173077:0xe06c5ff484730d33!8m2!3d40.7088245!4d-74.0112487?authuser=0&hl=en&rclk=1
Spa and health club,247 Natural Wellness Center,"481 8th Ave suite #627, New York, NY 10001, United States","Tuesday 9:30AM–7:30PM,Wednesday 9:30AM–7:30PM,Thursday 9:30AM–7:30PM,Friday 9:30AM–7:30PM,Saturday 10AM–6PM,Sunday 10AM–6PM,Monday 9:30AM–7:30PM",247naturalwellnesscenter.com,+1 212-600-1528,https://www.google.com/maps/place/247+Natural+Wellness+Center/data=!4m5!3m4!1s0x89c259adebb80c91:0x4ef3d396dfd679b0!8m2!3d40.7526686!4d-73.9935648?authuser=0&hl=en&rclk=1
Day spa,Renewing Spa,"286 8th Ave #2R, New York, NY 10001, United States","Tuesday 10AM–10:30PM,Wednesday 10AM–10:30PM,Thursday 10AM–10:30PM,Friday 10AM–10:30PM,Saturday 10AM–10:30PM,Sunday 10AM–10:30PM,Monday 10AM–10:30PM",renewingspa.com,+1 212-929-2288,https://www.google.com/maps/place/Renewing+Spa/data=!4m5!3m4!1s0x89c259ba8a8e4efb:0x316b883a48e1c11b!8m2!3d40.74618!4d-73.9976352?authuser=0&hl=en&rclk=1
Massage spa,No.1 Natural Massage & Bodywork & Skincare Spa,"737 2nd Ave #202, New York, NY 10016, United States","Tuesday 10AM–10PM,Wednesday 10AM–10PM,Thursday 10AM–10PM,Friday 10AM–10PM,Saturday 10AM–10PM,Sunday 10AM–10PM,Monday 10AM–10PM",no1-natural-spa.business.site,+1 347-363-9159,https://www.google.com/maps/place/No.1+Natural+Massage+%26+Bodywork+%26+Skincare+Spa/data=!4m5!3m4!1s0x89c2590485093c83:0x7c42e9e11636f190!8m2!3d40.7483121!4d-73.9736172?authuser=0&hl=en&rclk=1
Health spa,Next Health New York,"160 Madison Ave Entrance: The Parlor on 33rd Street Mezzanine Floor, New York, NY 10016, United States","Tuesday 10AM–7PM,Wednesday 10AM–7PM,Thursday 10AM–7PM,Friday 10AM–6PM,Saturday 10AM–6PM,Sunday Closed,Monday 10AM–6PM",next-health.com,+1 310-620-8372,https://www.google.com/maps/place/Next+Health+New+York/data=!4m5!3m4!1s0x89c259c803f353a7:0x816725bb9a84466a!8m2!3d40.7470932!4d-73.9840545?authuser=0&hl=en&rclk=1
Day spa,Renew Day Spa 2,"78 Bowery 1st Floor, New York, NY 10013, United States","Tuesday 10:30AM–11PM,Wednesday 10:30AM–11PM,Thursday 10:30AM–11PM,Friday 10:30AM–11PM,Saturday 10:30AM–11PM,Sunday 10:30AM–11PM,Monday 10:30AM–11PM",renewdayspa2.com,+1 212-510-8930,https://www.google.com/maps/place/Renew+Day+Spa+2/data=!4m5!3m4!1s0x89c25a2658666631:0xdea9bee61ee8e03!8m2!3d40.7169289!4d-73.9959781?authuser=0&hl=en&rclk=1
Medical spa,Eureka Body Care and Spa,"37 E 28th St #700, New York, NY 10016, United States","Tuesday 10AM–8PM,Wednesday 10AM–8PM,Thursday 10AM–8PM,Friday 10AM–6PM,Saturday 10AM–6PM,Sunday 10AM–6PM,Monday 10AM–8PM",eurekabodycareandspa.com,+1 212-858-0706,https://www.google.com/maps/place/Eureka+Body+Care+and+Spa/data=!4m5!3m4!1s0x89c259a7bdb03cc1:0x5c7103a7bdf91367!8m2!3d40.7437887!4d-73.9846167?authuser=0&hl=en&rclk=1
Spa,Renew Day Spa,"10 Bowery 2nd floor, New York, NY 10013, United States","Tuesday 10AM–12AM,Wednesday 10AM–12AM,Thursday 10AM–12AM,Friday 10AM–12AM,Saturday 10AM–12AM,Sunday 10AM–12AM,Monday 10AM–12AM",renewdayspa.net,+1 212-227-9488,https://www.google.com/maps/place/Renew+Day+Spa/data=!4m5!3m4!1s0x89c25a27b094b883:0x992e353a8f0a4290!8m2!3d40.714422!4d-73.9976142?authuser=0&hl=en&rclk=1
Day spa,Naturopathica Spa & Healing Center - Chelsea,"127 W 26th St, New York, NY 10001, United States","Tuesday 10AM–8PM,Wednesday 10AM–8PM,Thursday 10AM–8PM,Friday 10AM–8PM,Saturday 10AM–8PM,Sunday 10AM–6PM,Monday 10AM–6PM",naturopathica.com,+1 646-979-3960,https://www.google.com/maps/place/Naturopathica+Spa+%26+Healing+Center+-+Chelsea/data=!4m5!3m4!1s0x89c259a5727d3f41:0x6460e5176558bdbc!8m2!3d40.7454904!4d-73.9925113?authuser=0&hl=en&rclk=1
Day spa,"Kollectiv Spa - Sauna, Facials, Cryotherapy, Massage in New York","21 E 1st St, New York, NY 10003, United States","Tuesday 11AM–8PM,Wednesday 11AM–8PM,Thursday 11AM–8PM,Friday 11AM–8PM,Saturday 11AM–8PM,Sunday 11AM–8PM,Monday 2–8PM",kollectivnyc.com,+1 212-228-5909,"https://www.google.com/maps/place/Kollectiv+Spa+-+Sauna,+Facials,+Cryotherapy,+Massage+in+New+York/data=!4m5!3m4!1s0x89c25984f8700001:0x4e756db76f7e3384!8m2!3d40.7241837!4d-73.9912212?authuser=0&hl=en&rclk=1"
Massage spa,Dolphin Blue Spa - NYC Best Day Spa,"179 Madison Ave FL 2, New York, NY 10016, United States","Tuesday 10:30AM–10PM,Wednesday 10:30AM–10PM,Thursday 10:30AM–10PM,Friday 10:30AM–10PM,Saturday 10:30AM–10PM,Sunday 10:30AM–9PM,Monday 10:30AM–10PM",dolphinbluespa.com,+1 212-389-1161,https://www.google.com/maps/place/Dolphin+Blue+Spa+-+NYC+Best+Day+Spa/data=!4m5!3m4!1s0x89c25958afd41885:0xfbfadbd0b4167aec!8m2!3d40.7473967!4d-73.9830355?authuser=0&hl=en&rclk=1
Massage spa,Yihan Spa,"926 2nd Ave 2nd Floor, New York, NY 10022, United States","Tuesday Closed,Wednesday 10AM–9PM,Thursday 10AM–9PM,Friday 10AM–9PM,Saturday 10AM–9PM,Sunday 10AM–9PM,Monday 10AM–9PM",yihanspa.com,+1 646-880-9999,https://www.google.com/maps/place/Yihan+Spa/data=!4m5!3m4!1s0x89c258e2f4cdb1d1:0x4677dba0866e0968!8m2!3d40.7542358!4d-73.9686157?authuser=0&hl=en&rclk=1
Spa,Ohm Spa,"205 E 16th St Suite M2A, 2nd floor, New York, NY 10003, United States","Tuesday 10AM–8PM,Wednesday 10AM–8PM,Thursday 10AM–8PM,Friday 10AM–8PM,Saturday 10AM–8PM,Sunday 11AM–7PM,Monday 10AM–8PM",ohmspa.com,+1 212-845-9812,https://www.google.com/maps/place/Ohm+Spa/data=!4m5!3m4!1s0x89c259a63b7d0783:0x69fbee3e1e9aab28!8m2!3d40.734596!4d-73.985551?authuser=0&hl=en&rclk=1
Spa,"Tribeca Spa of Tranquility | Korean Body Scrub NYC | Spa, Facial Treatment NYC","462 Greenwich St, New York, NY 10013, United States","Tuesday Closed,Wednesday 10AM–9PM,Thursday 10AM–9PM,Friday 10AM–9PM,Saturday 10AM–9PM,Sunday 10AM–9PM,Monday 10AM–9PM",tribecaspa.nyc,+1 212-226-4141,"https://www.google.com/maps/place/Tribeca+Spa+of+Tranquility+%7C+Korean+Body+Scrub+NYC+%7C+Spa,+Facial+Treatment+NYC/data=!4m5!3m4!1s0x89c2591162eb2f5f:0x54cf6664c65d30a5!8m2!3d40.7238433!4d-74.0095954?authuser=0&hl=en&rclk=1"
Spa,Dr Jane's La Casa SPa,"41 E 20th St, New York, NY 10003, United States","Tuesday 11AM–6PM,Wednesday 11AM–6PM,Thursday 11AM–6PM,Friday 11AM–6PM,Saturday Closed,Sunday Closed,Monday 11AM–6PM",lacasaspa.com,+1 212-673-2272,https://www.google.com/maps/place/Dr+Jane's+La+Casa+SPa/data=!4m5!3m4!1s0x89c259a17e94a7e3:0xf9dc023bf636321a!8m2!3d40.738884!4d-73.988506?authuser=0&hl=en&rclk=1
Spa,Nuansa Spa,"605 5th Ave, New York, NY 10017, United States","Tuesday 10AM–8PM,Wednesday 10AM–8PM,Thursday 10AM–8PM,Friday 10AM–8PM,Saturday 10AM–8PM,Sunday 11AM–7PM,Monday 10AM–8PM",nuansaspa.com,+1 212-602-1500,https://www.google.com/maps/place/Nuansa+Spa/data=!4m5!3m4!1s0x89c258fe9b7ed0d7:0xa28cd628cb79395c!8m2!3d40.757549!4d-73.977514?authuser=0&hl=en&rclk=1
Spa,Guerlain Spa,"1 W 58th St FL 4, New York, NY 10019, United States","Tuesday 10AM–6PM,Wednesday 10AM–6PM,Thursday 10AM–6PM,Friday 10AM–6PM,Saturday 10AM–6PM,Sunday 10AM–6PM,Monday 10AM–6PM",guerlainspas.com,+1 516-715-3542,https://www.google.com/maps/place/Guerlain+Spa/data=!4m5!3m4!1s0x89c258fceffa384f:0x3418af43dbd8753!8m2!3d40.7643015!4d-73.9740172?authuser=0&hl=en&rclk=1
Beauty salon,Federico Salon & Spa,"57 W 58th St, New York, NY 10019, United States","Tuesday 8AM–7PM,Wednesday 8AM–7PM,Thursday 8AM–7PM,Friday 8AM–7PM,Saturday 9AM–7PM,Sunday 10AM–5PM,Monday 8AM–7PM",federicosalon.com,+1 212-262-3027,https://www.google.com/maps/place/Federico+Salon+%26+Spa/data=!4m5!3m4!1s0x89c258facf58c5c1:0x69ad6e5146f5ebe2!8m2!3d40.7649855!4d-73.9763245?authuser=0&hl=en&rclk=1
Massage therapist,145 Health Spa,"145 Grand St, New York, NY 10013, United States","Tuesday 10:30AM–9:15PM,Wednesday 10:30AM–9:15PM,Thursday 10:30AM–9:15PM,Friday 10:30AM–9:15PM,Saturday 10:30AM–9:15PM,Sunday 10:30AM–9:15PM,Monday 10:30AM–9:15PM",145healthspa.com,+1 212-380-3928,https://www.google.com/maps/place/145+Health+Spa/data=!4m5!3m4!1s0x89c259d5f56c8ea3:0x6b0e13bad7818d83!8m2!3d40.7200443!4d-73.9995424?authuser=0&hl=en&rclk=1
Medical spa,Manhattan Medspa,"112 E 23rd St, New York, NY 10010, United States","Tuesday 11AM–7PM,Wednesday 11AM–7PM,Thursday 11AM–7PM,Friday 11AM–7PM,Saturday Closed,Sunday Closed,Monday 11AM–7PM",manhattan-medspa.com,+1 212-749-1000,https://www.google.com/maps/place/Manhattan+Medspa/data=!4m5!3m4!1s0x89c259a0df7c65cf:0x858db894dac8c8bf!8m2!3d40.7396363!4d-73.9859225?authuser=0&hl=en&rclk=1
Wellness center,Chill Space NYC,"124 E 40th St #603, New York, NY 10016, United States","Tuesday 11AM–7:30PM,Wednesday Closed,Thursday 11AM–7:30PM,Friday Closed,Saturday 10AM–7:30PM,Sunday 10AM–7:30PM,Monday Closed",chillspacenyc.com,+1 212-661-3400,https://www.google.com/maps/place/Chill+Space+NYC/data=!4m5!3m4!1s0x89c25901591078f7:0x49816ded4b54e032!8m2!3d40.750174!4d-73.977356?authuser=0&hl=en&rclk=1
Health spa,Belle Fée NYC,"529 W 42nd St suite 3R, New York, NY 10036, United States","Tuesday 8AM–10PM,Wednesday 8AM–10PM,Thursday 8AM–10PM,Friday 8AM–10PM,Saturday 8AM–10PM,Sunday 8AM–10PM,Monday 8AM–10PM",bellefeenyc.com,+1 917-674-5955,https://www.google.com/maps/place/Belle+F%C3%A9e+NYC/data=!4m5!3m4!1s0x89c2584dba46c737:0xf289899a660d41fb!8m2!3d40.7604875!4d-73.996837?authuser=0&hl=en&rclk=1
Spa,"La Prairie Spa at The Ritz-Carlton New York, Central Park","50 Central Park S, New York, NY 10019, United States","Tuesday Closed,Wednesday Closed,Thursday 11AM–7PM,Friday 11AM–7PM,Saturday 10AM–6PM,Sunday 10AM–6PM,Monday 11AM–7PM",ritzcarlton.com,+1 212-308-9100,"https://www.google.com/maps/place/La+Prairie+Spa+at+The+Ritz-Carlton+New+York,+Central+Park/data=!4m5!3m4!1s0x89c258fbb7d07007:0xb07e2bc7ebad08a2!8m2!3d40.76536!4d-73.975879?authuser=0&hl=en&rclk=1"
Massage therapist,Herbal Fairy Wellness Spa Specializes in Healthy & Beauty: Consultant and Coach 草精灵养身馆-针灸+按摩+美容+调理=健康长寿秘诀 Expert at Stress Relief,"333 E 49th St, New York, NY 10017, United States","Tuesday 11:30AM–10PM,Wednesday 11AM–10PM,Thursday 11AM–10PM,Friday 11AM–10PM,Saturday 11AM–10PM,Sunday 11AM–10PM,Monday 11AM–10PM",herbalfairy.com,+1 212-268-3688,https://www.google.com/maps/place/Herbal+Fairy+Wellness+Spa+Specializes+in+Healthy+%26+Beauty:+Consultant+and+Coach+%E8%8D%89%E7%B2%BE%E7%81%B5%E5%85%BB%E8%BA%AB%E9%A6%86-%E9%92%88%E7%81%B8%2B%E6%8C%89%E6%91%A9%2B%E7%BE%8E%E5%AE%B9%2B%E8%B0%83%E7%90%86%3D%E5%81%A5%E5%BA%B7%E9%95%BF%E5%AF%BF%E7%A7%98%E8%AF%80+Expert+at+Stress+Relief/data=!4m5!3m4!1s0x89c258e265dda62f:0x1511810bbe93c63d!8m2!3d40.753878!4d-73.967621?authuser=0&hl=en&rclk=1
Spa,Bliss Spa,"568 Broadway #2, New York, NY 10012, United States","Tuesday 12–8PM,Wednesday 12–8PM,Thursday 12–8PM,Friday 12–8PM,Saturday 10AM–6PM,Sunday 10AM–6PM,Monday 12–8PM",blissspa.com,+1 877-862-5477,https://www.google.com/maps/place/Bliss+Spa/data=!4m5!3m4!1s0x89c2598f1cc51e7b:0x6581aad25e389728!8m2!3d40.724299!4d-73.997278?authuser=0&hl=en&rclk=1
Day spa,Skin Spa New York - Midtown,"12 E 44th St fl 2, New York, NY 10017, United States","Tuesday 12–8PM,Wednesday 12–8PM,Thursday 12–8PM,Friday 10AM–6PM,Saturday 10AM–6PM,Sunday 10AM–6PM,Monday 12–8PM",skinspanewyork.com,+1 212-684-4914,https://www.google.com/maps/place/Skin+Spa+New+York+-+Midtown/data=!4m5!3m4!1s0x89c25901d8dfa059:0x990aa2dc3ecb414d!8m2!3d40.7542252!4d-73.9791691?authuser=0&hl=en&rclk=1
Medical spa,Skinova Medspa,"43 W 33rd St Suite 400, New York, NY 10001, United States","Tuesday 11AM–8PM,Wednesday 11AM–8PM,Thursday 11AM–8PM,Friday 11AM–8PM,Saturday 11AM–8PM,Sunday 11AM–8PM,Monday 11AM–8PM",skinovamedspa.com,+1 212-339-3993,https://www.google.com/maps/place/Skinova+Medspa/data=!4m5!3m4!1s0x89c2599129669635:0x1674729557231643!8m2!3d40.7488948!4d-73.9871023?authuser=0&hl=en&rclk=1
Spa,Haven Spa,"250 Mercer St, New York, NY 10012, United States","Tuesday 11AM–7PM,Wednesday 11AM–7PM,Thursday 11AM–7PM,Friday 11AM–7PM,Saturday 11AM–7PM,Sunday 11AM–7PM,Monday 11AM–7PM",havenspa.nyc,+1 212-343-3515,https://www.google.com/maps/place/Haven+Spa/data=!4m5!3m4!1s0x89c2598ef9a4a59d:0x2f27b10c3a8e0226!8m2!3d40.7284936!4d-73.9952189?authuser=0&hl=en&rclk=1
Medical spa,Trifecta Med Spa 57,"200 W 57th St #1107, New York, NY 10019, United States","Tuesday 10AM–7PM,Wednesday 10AM–7PM,Thursday 10AM–7PM,Friday 10AM–7PM,Saturday Closed,Sunday Closed,Monday 10AM–7PM",trifectamedspanyc.com,+1 212-247-4148,https://www.google.com/maps/place/Trifecta+Med+Spa+57/data=!4m5!3m4!1s0x89c258f79953bad5:0x694f9c76882bea4!8m2!3d40.7653794!4d-73.9806833?authuser=0&hl=en&rclk=1
Health spa,Banyan Tree Thai Spa,"121 W 27th St Ste 206, New York, NY 10001, United States","Tuesday 11AM–9PM,Wednesday 11AM–9PM,Thursday 11AM–9PM,Friday 11AM–9PM,Saturday 10AM–9PM,Sunday 11AM–8PM,Monday 11AM–9PM",,+1 646-791-5737,https://www.google.com/maps/place/Banyan+Tree+Thai+Spa/data=!4m5!3m4!1s0x89c259adce9e4083:0x6d9e917e3aca6a8f!8m2!3d40.7460636!4d-73.9919419?authuser=0&hl=en&rclk=1
Spa,JUVENEX SPA,"25 W 32nd St, New York, NY 10001, United States","Tuesday Open 24 hours,Wednesday Open 24 hours,Thursday Open 24 hours,Friday Open 24 hours,Saturday Open 24 hours,Sunday Open 24 hours,Monday Open 24 hours",juvenexspanyc.com,+1 646-733-1330,https://www.google.com/maps/place/JUVENEX+SPA/data=!4m5!3m4!1s0x89c259a8e05909d5:0x8b1b7e8b9fd57e2d!8m2!3d40.747929!4d-73.986776?authuser=0&hl=en&rclk=1
Wellness center,Modrn Sanctuary,"12 W 27th St 9th floor, New York, NY 10001, United States","Tuesday 11AM–7PM,Wednesday 11AM–7PM,Thursday 11AM–7PM,Friday 11AM–7PM,Saturday 10AM–7PM,Sunday 12–5PM,Monday Closed",modrnsanctuary.com,+1 212-675-9355,https://www.google.com/maps/place/Modrn+Sanctuary/data=!4m5!3m4!1s0x89c259a5dbee6077:0x40ed665147642ffe!8m2!3d40.7444682!4d-73.9893902?authuser=0&hl=en&rclk=1
Spa,L.RAPHAEL Beauty Spa,"Four Seasons Hotel, 57 E 57th St, New York, NY 10022, United States"," , , , , , , ",fourseasons.com,+1 212-350-6420,https://www.google.com/maps/place/L.RAPHAEL+Beauty+Spa/data=!4m5!3m4!1s0x89c258e4bd28d96f:0x12a8f87bf3d2905f!8m2!3d40.7623028!4d-73.9713076?authuser=0&hl=en&rclk=1
Medical spa,Labelle MedSpa,"37 W 26th St Suite 408b, New York, NY 10010, United States","Tuesday 10AM–6PM,Wednesday 10AM–6PM,Thursday 10AM–6PM,Friday 10AM–6PM,Saturday 10AM–6PM,Sunday Closed,Monday 10AM–6PM",labellespa.nyc,+1 212-947-4052,https://www.google.com/maps/place/Labelle+MedSpa/data=!4m5!3m4!1s0x89c259faeab9b87d:0x3e40397e568237ff!8m2!3d40.7445977!4d-73.9904622?authuser=0&hl=en&rclk=1
Spa,Aura Wellness Spa,"49 W 33rd St, New York, NY 10001, United States","Tuesday 10AM–8PM,Wednesday 10AM–8PM,Thursday 10AM–8PM,Friday 10AM–8PM,Saturday 10AM–8PM,Sunday 10AM–8PM,Monday 10AM–8PM",spa-aura.com,+1 212-695-9559,https://www.google.com/maps/place/Aura+Wellness+Spa/data=!4m5!3m4!1s0x89c259a91840b2d9:0x7f3450a4738047b4!8m2!3d40.7489771!4d-73.9872651?authuser=0&hl=en&rclk=1
Massage spa,NYC Massage and Spa,"22 W 48th St Suite 704, New York, NY 10036, United States","Tuesday 9AM–9PM,Wednesday 9AM–9PM,Thursday 9AM–9PM,Friday 9AM–9PM,Saturday 9AM–9PM,Sunday 9AM–9PM,Monday 9AM–9PM",nycmassageandspa.com,+1 212-729-1479,https://www.google.com/maps/place/NYC+Massage+and+Spa/data=!4m5!3m4!1s0x89c2585dd7171ac1:0x8bdaa0ecc47e541c!8m2!3d40.75764!4d-73.9795423?authuser=0&hl=en&rclk=1
Medical spa,Perfect Med Spa,"109 E 36th St, New York, NY 10016, United States","Tuesday 10AM–7PM,Wednesday 10AM–7PM,Thursday 10AM–7PM,Friday 10AM–5PM,Saturday 10AM–5PM,Sunday Closed,Monday 10AM–7PM",perfectmedspa.com,+1 917-624-1142,https://www.google.com/maps/place/Perfect+Med+Spa/data=!4m5!3m4!1s0x89c258fa90bbf2b1:0xdbb4de1082c659f0!8m2!3d40.7482439!4d-73.9797201?authuser=0&hl=en&rclk=1
Massage spa,Sunshine Health Spa,"1597 York Ave, New York, NY 10028, United States","Tuesday 10:30AM–9PM,Wednesday 10:30AM–9PM,Thursday 10:30AM–9PM,Friday 10:30AM–9PM,Saturday 10:30AM–9PM,Sunday 11AM–8PM,Monday 10:30AM–9PM",hjwtherpy.com,+1 917-262-0185,https://www.google.com/maps/place/Sunshine+Health+Spa/data=!4m5!3m4!1s0x89c259d279c848e1:0x52c221ef86c8d601!8m2!3d40.7749268!4d-73.9481632?authuser=0&hl=en&rclk=1
Spa,Guerlain Spa,"1 W 58th St FL 4, New York, NY 10019, United States","Tuesday 10AM–6PM,Wednesday 10AM–6PM,Thursday 10AM–6PM,Friday 10AM–6PM,Saturday 10AM–6PM,Sunday 10AM–6PM,Monday 10AM–6PM",guerlainspas.com,+1 516-715-3542,https://www.google.com/maps/place/Guerlain+Spa/data=!4m5!3m4!1s0x89c258fceffa384f:0x3418af43dbd8753!8m2!3d40.7643015!4d-73.9740172?authuser=0&hl=en&rclk=1
Beauty salon,Federico Salon & Spa,"57 W 58th St, New York, NY 10019, United States","Tuesday 8AM–7PM,Wednesday 8AM–7PM,Thursday 8AM–7PM,Friday 8AM–7PM,Saturday 9AM–7PM,Sunday 10AM–5PM,Monday 8AM–7PM",federicosalon.com,+1 212-262-3027,https://www.google.com/maps/place/Federico+Salon+%26+Spa/data=!4m5!3m4!1s0x89c258facf58c5c1:0x69ad6e5146f5ebe2!8m2!3d40.7649855!4d-73.9763245?authuser=0&hl=en&rclk=1
Laser hair removal service,Ease Medspa Wellness,"133 E 54th St #203A, New York, NY 10022, United States","Tuesday 10AM–8PM,Wednesday 10AM–8PM,Thursday 10AM–8PM,Friday 10AM–8PM,Saturday 10AM–6PM,Sunday Closed,Monday 10AM–8PM",easemedspa.com,+1 212-625-8966,https://www.google.com/maps/place/Ease+Medspa+Wellness/data=!4m5!3m4!1s0x89c2598a20e64025:0x448c08c25af99ea1!8m2!3d40.7593177!4d-73.9708293?authuser=0&hl=en&rclk=1
Medical spa,Rejuvenation MD NYC,"333 W 52nd St Suite #808, New York, NY 10019, United States","Tuesday 9AM–7PM,Wednesday 9AM–7PM,Thursday 9AM–7PM,Friday 9AM–7PM,Saturday Closed,Sunday Closed,Monday 9AM–4PM",rejuvenationnyc.com,+1 212-265-0500,https://www.google.com/maps/place/Rejuvenation+MD+NYC/data=!4m5!3m4!1s0x89c258576d4bc79f:0xc18e077c2e3ad1ad!8m2!3d40.7643725!4d-73.98663?authuser=0&hl=en&rclk=1
Medical spa,Skinney Medspa,"125 5th Ave Floor 2, New York, NY 10003, United States","Tuesday 10AM–6PM,Wednesday 10AM–6PM,Thursday 10AM–6PM,Friday 10AM–6PM,Saturday 10AM–5PM,Sunday Closed,Monday 10AM–6PM",skinneymedspa.com,+1 212-754-6639,https://www.google.com/maps/place/Skinney+Medspa/data=!4m5!3m4!1s0x89c259a3b1712b0f:0x24503d8f21358b3!8m2!3d40.7393436!4d-73.9909742?authuser=0&hl=en&rclk=1
Day spa,The Mandarin Spa,"21 W 45th St #501, New York, NY 10036, United States"," , , , , , , ",mandarinoriental.com,+1 646-350-7187,https://www.google.com/maps/place/The+Mandarin+Spa/data=!4m5!3m4!1s0x89c2590338213bc3:0x5e41b6a76f3788a4!8m2!3d40.7560441!4d-73.9804111?authuser=0&hl=en&rclk=1
Medical spa,Tribeca MedSpa,"114 Hudson St, New York, NY 10013, United States","Tuesday 10AM–8PM,Wednesday 10AM–8PM,Thursday 10AM–8PM,Friday 10AM–7PM,Saturday 10AM–5PM,Sunday Closed,Monday 10AM–7PM",tribecamedspa.com,+1 212-925-9500,https://www.google.com/maps/place/Tribeca+MedSpa/data=!4m5!3m4!1s0x89c259f5651ecb83:0x6acd5d236da30822!8m2!3d40.7196937!4d-74.0083527?authuser=0&hl=en&rclk=1
Medical spa,Downtown City Spa,"139 Fulton St #204, New York, NY 10038, United States","Tuesday 10AM–8PM,Wednesday 10AM–8PM,Thursday 10AM–8PM,Friday 10AM–8PM,Saturday Closed,Sunday Closed,Monday 10AM–8PM",downtowncityspa.com,+1 212-587-7157,https://www.google.com/maps/place/Downtown+City+Spa/data=!4m5!3m4!1s0x89c25a183e2b2a99:0xe871a2161ca4e53b!8m2!3d40.7104617!4d-74.0077673?authuser=0&hl=en&rclk=1
Yoga studio,Yoga Spa NYC Midtown - Yoga Classes and Spa Treatments,"226 E 54th St 7th floor, New York, NY 10022, United States","Tuesday 9:30AM–9:30PM,Wednesday 9:30AM–9:30PM,Thursday 9:30AM–9:30PM,Friday 9:30AM–8PM,Saturday 10AM–5PM,Sunday 10AM–5PM,Monday 9:30AM–9:30PM",yogaspa.nyc,+1 212-308-6789,https://www.google.com/maps/place/Yoga+Spa+NYC+Midtown+-+Yoga+Classes+and+Spa+Treatments/data=!4m5!3m4!1s0x89c259eca2bef1a1:0x34590f15ca58fbf!8m2!3d40.7576456!4d-73.9678779?authuser=0&hl=en&rclk=1
Spa,Rescue Spa,"29 E 19th St, New York, NY 10003, United States","Tuesday 9AM–7PM,Wednesday 8:30AM–7:30PM,Thursday 8:30AM–7:30AM,Friday 8:30AM–7:30PM,Saturday 9AM–7PM,Sunday 11AM–6PM,Monday 9AM–7PM",rescuespa.com,+1 866-772-2766,https://www.google.com/maps/place/Rescue+Spa/data=!4m5!3m4!1s0x89c259a22962f0ab:0xb637929f06b03e9e!8m2!3d40.7383571!4d-73.9891193?authuser=0&hl=en&rclk=1
Day spa,Take Care,"227 Waverly Pl, New York, NY 10014, United States","Tuesday 9AM–7PM,Wednesday 9AM–7PM,Thursday 9AM–7PM,Friday 9AM–7PM,Saturday Closed,Sunday Closed,Monday 9AM–7PM",takecarebody.com,+1 212-677-2717,https://www.google.com/maps/place/Take+Care/data=!4m5!3m4!1s0x89c2599d6c6070a1:0xcba25db91378bd6e!8m2!3d40.736137!4d-74.001777?authuser=0&hl=en&rclk=1
Medical spa,Skin Deep NYC,"39 W 56th St, New York, NY 10019, United States","Tuesday 10AM–8PM,Wednesday 10AM–8PM,Thursday 10AM–8PM,Friday 10AM–8PM,Saturday 10AM–7PM,Sunday 10AM–7PM,Monday 10AM–8PM",skindeepnyc.com,+1 646-692-3330,https://www.google.com/maps/place/Skin+Deep+NYC/data=!4m5!3m4!1s0x89c25908556b0d4f:0xecc044fb24cd1fd3!8m2!3d40.7633801!4d-73.9763535?authuser=0&hl=en&rclk=1
Medical spa,Anand Medical Spa,"635 Madison Ave, New York, NY 10022, United States","Tuesday 9AM–5:30PM,Wednesday 9AM–5:30PM,Thursday 10AM–7PM,Friday 11AM–6PM,Saturday 11AM–5PM,Sunday Closed,Monday 11AM–7:30PM",anandmedicalspa.com,+1 212-653-0366,https://www.google.com/maps/place/Anand+Medical+Spa/data=!4m5!3m4!1s0x89c25901740aa87d:0xca3364ecd27c44b4!8m2!3d40.763626!4d-73.970973?authuser=0&hl=en&rclk=1
Massage therapist,Renew body & mind spa,"4 W 28th St fl 2, New York, NY 10001, United States","Tuesday 10AM–12AM,Wednesday 10AM–12AM,Thursday 10AM–12AM,Friday 10AM–12AM,Saturday 10AM–12AM,Sunday 10AM–12AM,Monday 10AM–12AM",renewbodyandmindspa1.com,+1 518-317-8888,https://www.google.com/maps/place/Renew+body+%26+mind+spa/data=!4m5!3m4!1s0x89c259a612c610f5:0x9de3c83e43480e0f!8m2!3d40.7448633!4d-73.9879608?authuser=0&hl=en&rclk=1
Massage spa,Great Jones Spa,"29 Great Jones St, New York, NY 10012, United States","Tuesday 9AM–7:45PM,Wednesday Closed,Thursday 9AM–7:45PM,Friday 9AM–7:45PM,Saturday 9AM–7:45PM,Sunday 9AM–7:45PM,Monday 9AM–7:45PM",gjspa.com,+1 212-505-3185,https://www.google.com/maps/place/Great+Jones+Spa/data=!4m5!3m4!1s0x89c2599aca9d9ca1:0x1de99c819678864b!8m2!3d40.7269783!4d-73.9932774?authuser=0&hl=en&rclk=1
